Year,Age,Gender,Educational Attainment,Personal Income,Population Count
01/01/2009 12:00:00 AM,65 to 80+,Female,"Some college, less than 4-yr degree",No Income,12106
01/01/2009 12:00:00 AM,65 to 80+,Female,"Some college, less than 4-yr degree","$5,000 to $9,999",75617
01/01/2009 12:00:00 AM,65 to 80+,Female,"Some college, less than 4-yr degree","$10,000 to $14,999",89119
01/01/2009 12:00:00 AM,65 to 80+,Female,"Some college, less than 4-yr degree","$15,000 to $24,999",140082
01/01/2009 12:00:00 AM,65 to 80+,Female,"Some college, less than 4-yr degree","$25,000 to $34,999",81764
01/01/2009 12:00:00 AM,65 to 80+,Female,"Some college, less than 4-yr degree","$35,000 to $49,999",59529
01/01/2009 12:00:00 AM,65 to 80+,Female,"Some college, less than 4-yr degree","$50,000 to $74,999",57036
01/01/2009 12:00:00 AM,65 to 80+,Female,"Some college, less than 4-yr degree","$75,000 and over",33358
01/01/2009 12:00:00 AM,65 to 80+,Female,Bachelor's degree or higher,No Income,10741
01/01/2009 12:00:00 AM,65 to 80+,Female,Bachelor's degree or higher,"$5,000 to $9,999",57811
01/01/2009 12:00:00 AM,65 to 80+,Female,Bachelor's degree or higher,"$10,000 to $14,999",70495
01/01/2009 12:00:00 AM,65 to 80+,Female,Bachelor's degree or higher,"$15,000 to $24,999",85667
01/01/2009 12:00:00 AM,65 to 80+,Female,Bachelor's degree or higher,"$25,000 to $34,999",58901
01/01/2009 12:00:00 AM,65 to 80+,Female,Bachelor's degree or higher,"$35,000 to $49,999",68234
01/01/2009 12:00:00 AM,65 to 80+,Female,Bachelor's degree or higher,"$50,000 to $74,999",61489
01/01/2009 12:00:00 AM,65 to 80+,Female,Bachelor's degree or higher,"$75,000 and over",57029
01/01/2010 12:00:00 AM,00 to 17,Male,Children under 15,No Income,
01/01/2010 12:00:00 AM,00 to 17,Male,No high school diploma,No Income,596761
01/01/2010 12:00:00 AM,00 to 17,Male,No high school diploma,"$5,000 to $9,999",21116
01/01/2010 12:00:00 AM,00 to 17,Male,No high school diploma,"$10,000 to $14,999",5345
01/01/2010 12:00:00 AM,00 to 17,Male,No high school diploma,"$15,000 to $24,999",9139
01/01/2010 12:00:00 AM,00 to 17,Male,No high school diploma,"$35,000 to $49,999",3642
01/01/2010 12:00:00 AM,00 to 17,Male,High school or equivalent,No Income,
01/01/2010 12:00:00 AM,00 to 17,Male,High school or equivalent,"$10,000 to $14,999",1817
01/01/2010 12:00:00 AM,00 to 17,Male,"Some college, less than 4-yr degree",No Income,
01/01/2010 12:00:00 AM,00 to 17,Male,"Some college, less than 4-yr degree","$5,000 to $9,999",2683
01/01/2010 12:00:00 AM,00 to 17,Male,"Some college, less than 4-yr degree","$15,000 to $24,999",1434
01/01/2010 12:00:00 AM,00 to 17,Male,"Some college, less than 4-yr degree","$25,000 to $34,999",1447
01/01/2010 12:00:00 AM,00 to 17,Male,Bachelor's degree or higher,No Income,
01/01/2010 12:00:00 AM,00 to 17,Male,Bachelor's degree or higher,"$75,000 and over",1192
01/01/2010 12:00:00 AM,00 to 17,Female,Children under 15,No Income,
01/01/2010 12:00:00 AM,00 to 17,Female,No high school diploma,No Income,610512
01/01/2010 12:00:00 AM,00 to 17,Female,No high school diploma,"$5,000 to $9,999",24781
01/01/2010 12:00:00 AM,00 to 17,Female,No high school diploma,"$10,000 to $14,999",6967
01/01/2010 12:00:00 AM,00 to 17,Female,No high school diploma,"$15,000 to $24,999",6386
01/01/2010 12:00:00 AM,00 to 17,Female,High school or equivalent,No Income,5811
01/01/2010 12:00:00 AM,00 to 17,Female,High school or equivalent,"$5,000 to $9,999",3641
01/01/2010 12:00:00 AM,00 to 17,Female,High school or equivalent,"$10,000 to $14,999",1660
01/01/2010 12:00:00 AM,00 to 17,Female,High school or equivalent,"$25,000 to $34,999",1048
01/01/2010 12:00:00 AM,00 to 17,Female,"Some college, less than 4-yr degree","$15,000 to $24,999",
01/01/2010 12:00:00 AM,00 to 17,Female,Bachelor's degree or higher,No Income,2879
01/01/2010 12:00:00 AM,18 to 64,Male,No high school diploma,No Income,369566
01/01/2010 12:00:00 AM,18 to 64,Male,No high school diploma,"$5,000 to $9,999",226209
01/01/2010 12:00:00 AM,18 to 64,Male,No high school diploma,"$10,000 to $14,999",295536
01/01/2010 12:00:00 AM,18 to 64,Male,No high school diploma,"$15,000 to $24,999",535027
01/01/2010 12:00:00 AM,18 to 64,Male,No high school diploma,"$25,000 to $34,999",244978
01/01/2010 12:00:00 AM,18 to 64,Male,No high school diploma,"$35,000 to $49,999",192622
01/01/2010 12:00:00 AM,18 to 64,Male,No high school diploma,"$50,000 to $74,999",93885
01/01/2010 12:00:00 AM,18 to 64,Male,No high school diploma,"$75,000 and over",38266
01/01/2010 12:00:00 AM,18 to 64,Male,High school or equivalent,No Income,345253
01/01/2010 12:00:00 AM,18 to 64,Male,High school or equivalent,"$5,000 to $9,999",190829
01/01/2010 12:00:00 AM,18 to 64,Male,High school or equivalent,"$10,000 to $14,999",209509
01/01/2010 12:00:00 AM,18 to 64,Male,High school or equivalent,"$15,000 to $24,999",533513
01/01/2010 12:00:00 AM,18 to 64,Male,High school or equivalent,"$25,000 to $34,999",412122
01/01/2010 12:00:00 AM,18 to 64,Male,High school or equivalent,"$35,000 to $49,999",470369
01/01/2010 12:00:00 AM,18 to 64,Male,High school or equivalent,"$50,000 to $74,999",339017
01/01/2010 12:00:00 AM,18 to 64,Male,High school or equivalent,"$75,000 and over",215851
01/01/2010 12:00:00 AM,18 to 64,Male,"Some college, less than 4-yr degree",No Income,310460
01/01/2010 12:00:00 AM,18 to 64,Male,"Some college, less than 4-yr degree","$5,000 to $9,999",220408
01/01/2010 12:00:00 AM,18 to 64,Male,"Some college, less than 4-yr degree","$10,000 to $14,999",234677
01/01/2010 12:00:00 AM,18 to 64,Male,"Some college, less than 4-yr degree","$15,000 to $24,999",356706
01/01/2010 12:00:00 AM,18 to 64,Male,"Some college, less than 4-yr degree","$25,000 to $34,999",374227
01/01/2010 12:00:00 AM,18 to 64,Male,"Some college, less than 4-yr degree","$35,000 to $49,999",474116
01/01/2010 12:00:00 AM,18 to 64,Male,"Some college, less than 4-yr degree","$50,000 to $74,999",581119
01/01/2010 12:00:00 AM,18 to 64,Male,"Some college, less than 4-yr degree","$75,000 and over",441967
01/01/2010 12:00:00 AM,18 to 64,Male,Bachelor's degree or higher,No Income,108052
01/01/2010 12:00:00 AM,18 to 64,Male,Bachelor's degree or higher,"$5,000 to $9,999",79453
01/01/2010 12:00:00 AM,18 to 64,Male,Bachelor's degree or higher,"$10,000 to $14,999",127848
01/01/2010 12:00:00 AM,18 to 64,Male,Bachelor's degree or higher,"$15,000 to $24,999",234951
01/01/2010 12:00:00 AM,18 to 64,Male,Bachelor's degree or higher,"$25,000 to $34,999",239971
01/01/2010 12:00:00 AM,18 to 64,Male,Bachelor's degree or higher,"$35,000 to $49,999",408505
01/01/2010 12:00:00 AM,18 to 64,Male,Bachelor's degree or higher,"$50,000 to $74,999",624308
01/01/2010 12:00:00 AM,18 to 64,Male,Bachelor's degree or higher,"$75,000 and over",1424758
01/01/2010 12:00:00 AM,18 to 64,Female,No high school diploma,No Income,666858
01/01/2010 12:00:00 AM,18 to 64,Female,No high school diploma,"$5,000 to $9,999",236424
01/01/2010 12:00:00 AM,18 to 64,Female,No high school diploma,"$10,000 to $14,999",253247
01/01/2010 12:00:00 AM,18 to 64,Female,No high school diploma,"$15,000 to $24,999",287963
01/01/2010 12:00:00 AM,18 to 64,Female,No high school diploma,"$25,000 to $34,999",107504
01/01/2010 12:00:00 AM,18 to 64,Female,No high school diploma,"$35,000 to $49,999",35129
01/01/2010 12:00:00 AM,18 to 64,Female,No high school diploma,"$50,000 to $74,999",18515
01/01/2010 12:00:00 AM,18 to 64,Female,No high school diploma,"$75,000 and over",15038
01/01/2010 12:00:00 AM,18 to 64,Female,High school or equivalent,No Income,496567
01/01/2010 12:00:00 AM,18 to 64,Female,High school or equivalent,"$5,000 to $9,999",252271
01/01/2010 12:00:00 AM,18 to 64,Female,High school or equivalent,"$10,000 to $14,999",276576
01/01/2010 12:00:00 AM,18 to 64,Female,High school or equivalent,"$15,000 to $24,999",436288
01/01/2010 12:00:00 AM,18 to 64,Female,High school or equivalent,"$25,000 to $34,999",363540
01/01/2010 12:00:00 AM,18 to 64,Female,High school or equivalent,"$35,000 to $49,999",225261
01/01/2010 12:00:00 AM,18 to 64,Female,High school or equivalent,"$50,000 to $74,999",136694
01/01/2010 12:00:00 AM,18 to 64,Female,High school or equivalent,"$75,000 and over",43721
01/01/2010 12:00:00 AM,18 to 64,Female,"Some college, less than 4-yr degree",No Income,443607
01/01/2010 12:00:00 AM,18 to 64,Female,"Some college, less than 4-yr degree","$5,000 to $9,999",374128
01/01/2010 12:00:00 AM,18 to 64,Female,"Some college, less than 4-yr degree","$10,000 to $14,999",386929
01/01/2010 12:00:00 AM,18 to 64,Female,"Some college, less than 4-yr degree","$15,000 to $24,999",567753
01/01/2010 12:00:00 AM,18 to 64,Female,"Some college, less than 4-yr degree","$25,000 to $34,999",491109
01/01/2010 12:00:00 AM,18 to 64,Female,"Some college, less than 4-yr degree","$35,000 to $49,999",442917
01/01/2010 12:00:00 AM,18 to 64,Female,"Some college, less than 4-yr degree","$50,000 to $74,999",321434
01/01/2010 12:00:00 AM,18 to 64,Female,"Some college, less than 4-yr degree","$75,000 and over",184398
01/01/2010 12:00:00 AM,18 to 64,Female,Bachelor's degree or higher,No Income,269680
01/01/2010 12:00:00 AM,18 to 64,Female,Bachelor's degree or higher,"$5,000 to $9,999",168951
01/01/2010 12:00:00 AM,18 to 64,Female,Bachelor's degree or higher,"$10,000 to $14,999",133220
01/01/2010 12:00:00 AM,18 to 64,Female,Bachelor's degree or higher,"$15,000 to $24,999",325516
01/01/2010 12:00:00 AM,18 to 64,Female,Bachelor's degree or higher,"$25,000 to $34,999",305706
01/01/2010 12:00:00 AM,18 to 64,Female,Bachelor's degree or higher,"$35,000 to $49,999",516029
01/01/2010 12:00:00 AM,18 to 64,Female,Bachelor's degree or higher,"$50,000 to $74,999",687153
01/01/2010 12:00:00 AM,18 to 64,Female,Bachelor's degree or higher,"$75,000 and over",755781
01/01/2010 12:00:00 AM,65 to 80+,Male,No high school diploma,No Income,18733
01/01/2010 12:00:00 AM,65 to 80+,Male,No high school diploma,"$5,000 to $9,999",75130
01/01/2010 12:00:00 AM,65 to 80+,Male,No high school diploma,"$10,000 to $14,999",81385
01/01/2010 12:00:00 AM,65 to 80+,Male,No high school diploma,"$15,000 to $24,999",81088
01/01/2010 12:00:00 AM,65 to 80+,Male,No high school diploma,"$25,000 to $34,999",28729
01/01/2010 12:00:00 AM,65 to 80+,Male,No high school diploma,"$35,000 to $49,999",27814
01/01/2010 12:00:00 AM,65 to 80+,Male,No high school diploma,"$50,000 to $74,999",13619
01/01/2010 12:00:00 AM,65 to 80+,Male,No high school diploma,"$75,000 and over",8432
01/01/2010 12:00:00 AM,65 to 80+,Male,High school or equivalent,No Income,24958
01/01/2010 12:00:00 AM,65 to 80+,Male,High school or equivalent,"$5,000 to $9,999",30722
01/01/2010 12:00:00 AM,65 to 80+,Male,High school or equivalent,"$10,000 to $14,999",67289
01/01/2010 12:00:00 AM,65 to 80+,Male,High school or equivalent,"$15,000 to $24,999",79553
01/01/2010 12:00:00 AM,65 to 80+,Male,High school or equivalent,"$25,000 to $34,999",62167
01/01/2010 12:00:00 AM,65 to 80+,Male,High school or equivalent,"$35,000 to $49,999",38792
01/01/2010 12:00:00 AM,65 to 80+,Male,High school or equivalent,"$50,000 to $74,999",51319
01/01/2010 12:00:00 AM,65 to 80+,Male,High school or equivalent,"$75,000 and over",20167
01/01/2010 12:00:00 AM,65 to 80+,Male,"Some college, less than 4-yr degree",No Income,9228
01/01/2010 12:00:00 AM,65 to 80+,Male,"Some college, less than 4-yr degree","$5,000 to $9,999",23578
01/01/2010 12:00:00 AM,65 to 80+,Male,"Some college, less than 4-yr degree","$10,000 to $14,999",60002
01/01/2010 12:00:00 AM,65 to 80+,Male,"Some college, less than 4-yr degree","$15,000 to $24,999",98499
01/01/2010 12:00:00 AM,65 to 80+,Male,"Some college, less than 4-yr degree","$25,000 to $34,999",73522
01/01/2010 12:00:00 AM,65 to 80+,Male,"Some college, less than 4-yr degree","$35,000 to $49,999",46221
01/01/2010 12:00:00 AM,65 to 80+,Male,"Some college, less than 4-yr degree","$50,000 to $74,999",39453
01/01/2010 12:00:00 AM,65 to 80+,Male,"Some college, less than 4-yr degree","$75,000 and over",51157
01/01/2010 12:00:00 AM,65 to 80+,Male,Bachelor's degree or higher,No Income,14892
01/01/2010 12:00:00 AM,65 to 80+,Male,Bachelor's degree or higher,"$5,000 to $9,999",28867
01/01/2010 12:00:00 AM,65 to 80+,Male,Bachelor's degree or higher,"$10,000 to $14,999",45842
01/01/2010 12:00:00 AM,65 to 80+,Male,Bachelor's degree or higher,"$15,000 to $24,999",111055
01/01/2010 12:00:00 AM,65 to 80+,Male,Bachelor's degree or higher,"$25,000 to $34,999",85110
01/01/2010 12:00:00 AM,65 to 80+,Male,Bachelor's degree or higher,"$35,000 to $49,999",64614
01/01/2010 12:00:00 AM,65 to 80+,Male,Bachelor's degree or higher,"$50,000 to $74,999",103469
01/01/2010 12:00:00 AM,65 to 80+,Male,Bachelor's degree or higher,"$75,000 and over",192339
01/01/2010 12:00:00 AM,65 to 80+,Female,No high school diploma,No Income,72036
01/01/2010 12:00:00 AM,65 to 80+,Female,No high school diploma,"$5,000 to $9,999",136110
01/01/2010 12:00:00 AM,65 to 80+,Female,No high school diploma,"$10,000 to $14,999",146005
01/01/2010 12:00:00 AM,65 to 80+,Female,No high school diploma,"$15,000 to $24,999",57098
01/01/2010 12:00:00 AM,65 to 80+,Female,No high school diploma,"$25,000 to $34,999",11302
01/01/2010 12:00:00 AM,65 to 80+,Female,No high school diploma,"$35,000 to $49,999",8907
01/01/2010 12:00:00 AM,65 to 80+,Female,No high school diploma,"$50,000 to $74,999",8606
01/01/2010 12:00:00 AM,65 to 80+,Female,No high school diploma,"$75,000 and over",4876
01/01/2010 12:00:00 AM,65 to 80+,Female,High school or equivalent,No Income,38084
01/01/2011 12:00:00 AM,00 to 17,Female,Children under 15,No Income,
01/01/2010 12:00:00 AM,65 to 80+,Female,High school or equivalent,"$5,000 to $9,999",138923
01/01/2010 12:00:00 AM,65 to 80+,Female,High school or equivalent,"$10,000 to $14,999",141254
01/01/2010 12:00:00 AM,65 to 80+,Female,High school or equivalent,"$15,000 to $24,999",138952
01/01/2010 12:00:00 AM,65 to 80+,Female,High school or equivalent,"$25,000 to $34,999",58847
01/01/2010 12:00:00 AM,65 to 80+,Female,High school or equivalent,"$35,000 to $49,999",40875
01/01/2010 12:00:00 AM,65 to 80+,Female,High school or equivalent,"$50,000 to $74,999",35909
01/01/2010 12:00:00 AM,65 to 80+,Female,High school or equivalent,"$75,000 and over",22945
01/01/2010 12:00:00 AM,65 to 80+,Female,"Some college, less than 4-yr degree",No Income,25882
01/01/2010 12:00:00 AM,65 to 80+,Female,"Some college, less than 4-yr degree","$5,000 to $9,999",104478
01/01/2010 12:00:00 AM,65 to 80+,Female,"Some college, less than 4-yr degree","$10,000 to $14,999",90675
01/01/2010 12:00:00 AM,65 to 80+,Female,"Some college, less than 4-yr degree","$15,000 to $24,999",152795
01/01/2010 12:00:00 AM,65 to 80+,Female,"Some college, less than 4-yr degree","$25,000 to $34,999",73450
01/01/2010 12:00:00 AM,65 to 80+,Female,"Some college, less than 4-yr degree","$35,000 to $49,999",55103
01/01/2010 12:00:00 AM,65 to 80+,Female,"Some college, less than 4-yr degree","$50,000 to $74,999",41076
01/01/2010 12:00:00 AM,65 to 80+,Female,"Some college, less than 4-yr degree","$75,000 and over",30088
01/01/2010 12:00:00 AM,65 to 80+,Female,Bachelor's degree or higher,No Income,28702
01/01/2010 12:00:00 AM,65 to 80+,Female,Bachelor's degree or higher,"$5,000 to $9,999",75754
01/01/2010 12:00:00 AM,65 to 80+,Female,Bachelor's degree or higher,"$10,000 to $14,999",82404
01/01/2010 12:00:00 AM,65 to 80+,Female,Bachelor's degree or higher,"$15,000 to $24,999",107427
01/01/2010 12:00:00 AM,65 to 80+,Female,Bachelor's degree or higher,"$25,000 to $34,999",65563
01/01/2010 12:00:00 AM,65 to 80+,Female,Bachelor's degree or higher,"$35,000 to $49,999",76520
01/01/2010 12:00:00 AM,65 to 80+,Female,Bachelor's degree or higher,"$50,000 to $74,999",78561
01/01/2010 12:00:00 AM,65 to 80+,Female,Bachelor's degree or higher,"$75,000 and over",73833
01/01/2011 12:00:00 AM,00 to 17,Male,Children under 15,No Income,
01/01/2011 12:00:00 AM,00 to 17,Male,No high school diploma,No Income,679824
01/01/2011 12:00:00 AM,00 to 17,Male,No high school diploma,"$5,000 to $9,999",22729
01/01/2011 12:00:00 AM,00 to 17,Male,No high school diploma,"$10,000 to $14,999",9049
01/01/2011 12:00:00 AM,00 to 17,Male,No high school diploma,"$15,000 to $24,999",10327
01/01/2011 12:00:00 AM,00 to 17,Male,No high school diploma,"$25,000 to $34,999",3220
01/01/2011 12:00:00 AM,00 to 17,Male,No high school diploma,"$35,000 to $49,999",1647
01/01/2011 12:00:00 AM,00 to 17,Male,High school or equivalent,No Income,5434
01/01/2011 12:00:00 AM,00 to 17,Male,High school or equivalent,"$10,000 to $14,999",1328
01/01/2011 12:00:00 AM,00 to 17,Male,High school or equivalent,"$15,000 to $24,999",1312
01/01/2011 12:00:00 AM,00 to 17,Male,"Some college, less than 4-yr degree",No Income,4421
01/01/2011 12:00:00 AM,00 to 17,Male,"Some college, less than 4-yr degree","$5,000 to $9,999",1324
01/01/2011 12:00:00 AM,00 to 17,Male,"Some college, less than 4-yr degree","$25,000 to $34,999",1209
01/01/2011 12:00:00 AM,00 to 17,Male,"Some college, less than 4-yr degree","$75,000 and over",1618
01/01/2011 12:00:00 AM,00 to 17,Male,Bachelor's degree or higher,No Income,
01/01/2011 12:00:00 AM,00 to 17,Male,Bachelor's degree or higher,"$10,000 to $14,999",2394
01/01/2011 12:00:00 AM,00 to 17,Female,No high school diploma,No Income,634048
01/01/2011 12:00:00 AM,00 to 17,Female,No high school diploma,"$5,000 to $9,999",25907
01/01/2011 12:00:00 AM,00 to 17,Female,No high school diploma,"$10,000 to $14,999",13283
01/01/2011 12:00:00 AM,00 to 17,Female,High school or equivalent,No Income,6903
01/01/2011 12:00:00 AM,00 to 17,Female,High school or equivalent,"$10,000 to $14,999",2561
01/01/2011 12:00:00 AM,00 to 17,Female,"Some college, less than 4-yr degree",No Income,4089
01/01/2011 12:00:00 AM,00 to 17,Female,"Some college, less than 4-yr degree","$5,000 to $9,999",4503
01/01/2011 12:00:00 AM,00 to 17,Female,"Some college, less than 4-yr degree","$50,000 to $74,999",1614
01/01/2011 12:00:00 AM,00 to 17,Female,Bachelor's degree or higher,No Income,
01/01/2011 12:00:00 AM,00 to 17,Female,Bachelor's degree or higher,"$15,000 to $24,999",2859
01/01/2011 12:00:00 AM,18 to 64,Male,No high school diploma,No Income,359401
01/01/2011 12:00:00 AM,18 to 64,Male,No high school diploma,"$5,000 to $9,999",177781
01/01/2011 12:00:00 AM,18 to 64,Male,No high school diploma,"$10,000 to $14,999",288850
01/01/2011 12:00:00 AM,18 to 64,Male,No high school diploma,"$15,000 to $24,999",546856
01/01/2011 12:00:00 AM,18 to 64,Male,No high school diploma,"$25,000 to $34,999",295383
01/01/2011 12:00:00 AM,18 to 64,Male,No high school diploma,"$35,000 to $49,999",175841
01/01/2011 12:00:00 AM,18 to 64,Male,No high school diploma,"$50,000 to $74,999",100776
01/01/2011 12:00:00 AM,18 to 64,Male,No high school diploma,"$75,000 and over",38335
01/01/2011 12:00:00 AM,18 to 64,Male,High school or equivalent,No Income,450644
01/01/2011 12:00:00 AM,18 to 64,Male,High school or equivalent,"$5,000 to $9,999",179616
01/01/2011 12:00:00 AM,18 to 64,Male,High school or equivalent,"$10,000 to $14,999",264534
01/01/2011 12:00:00 AM,18 to 64,Male,High school or equivalent,"$15,000 to $24,999",519889
01/01/2011 12:00:00 AM,18 to 64,Male,High school or equivalent,"$25,000 to $34,999",422294
01/01/2011 12:00:00 AM,18 to 64,Male,High school or equivalent,"$35,000 to $49,999",477882
01/01/2011 12:00:00 AM,18 to 64,Male,High school or equivalent,"$50,000 to $74,999",387890
01/01/2011 12:00:00 AM,18 to 64,Male,High school or equivalent,"$75,000 and over",188373
01/01/2011 12:00:00 AM,18 to 64,Male,"Some college, less than 4-yr degree",No Income,331991
01/01/2011 12:00:00 AM,18 to 64,Male,"Some college, less than 4-yr degree","$5,000 to $9,999",231167
01/01/2011 12:00:00 AM,18 to 64,Male,"Some college, less than 4-yr degree","$10,000 to $14,999",288293
01/01/2011 12:00:00 AM,18 to 64,Male,"Some college, less than 4-yr degree","$15,000 to $24,999",412679
01/01/2011 12:00:00 AM,18 to 64,Male,"Some college, less than 4-yr degree","$25,000 to $34,999",353200
01/01/2011 12:00:00 AM,18 to 64,Male,"Some college, less than 4-yr degree","$35,000 to $49,999",480546
01/01/2011 12:00:00 AM,18 to 64,Male,"Some college, less than 4-yr degree","$50,000 to $74,999",489968
01/01/2011 12:00:00 AM,18 to 64,Male,"Some college, less than 4-yr degree","$75,000 and over",462728
01/01/2011 12:00:00 AM,18 to 64,Male,Bachelor's degree or higher,No Income,113687
01/01/2011 12:00:00 AM,18 to 64,Male,Bachelor's degree or higher,"$5,000 to $9,999",97326
01/01/2011 12:00:00 AM,18 to 64,Male,Bachelor's degree or higher,"$10,000 to $14,999",126768
01/01/2011 12:00:00 AM,18 to 64,Male,Bachelor's degree or higher,"$15,000 to $24,999",230412
01/01/2011 12:00:00 AM,18 to 64,Male,Bachelor's degree or higher,"$25,000 to $34,999",248724
01/01/2011 12:00:00 AM,18 to 64,Male,Bachelor's degree or higher,"$35,000 to $49,999",331666
01/01/2011 12:00:00 AM,18 to 64,Male,Bachelor's degree or higher,"$50,000 to $74,999",644826
01/01/2011 12:00:00 AM,18 to 64,Male,Bachelor's degree or higher,"$75,000 and over",1396795
01/01/2011 12:00:00 AM,18 to 64,Female,No high school diploma,No Income,748885
01/01/2011 12:00:00 AM,18 to 64,Female,No high school diploma,"$5,000 to $9,999",246973
01/01/2011 12:00:00 AM,18 to 64,Female,No high school diploma,"$10,000 to $14,999",273029
01/01/2011 12:00:00 AM,18 to 64,Female,No high school diploma,"$15,000 to $24,999",301428
01/01/2011 12:00:00 AM,18 to 64,Female,No high school diploma,"$25,000 to $34,999",91755
01/01/2011 12:00:00 AM,18 to 64,Female,No high school diploma,"$35,000 to $49,999",57985
01/01/2011 12:00:00 AM,18 to 64,Female,No high school diploma,"$50,000 to $74,999",18925
01/01/2011 12:00:00 AM,18 to 64,Female,No high school diploma,"$75,000 and over",7168
01/01/2011 12:00:00 AM,18 to 64,Female,High school or equivalent,No Income,575559
01/01/2011 12:00:00 AM,18 to 64,Female,High school or equivalent,"$5,000 to $9,999",291364
01/01/2011 12:00:00 AM,18 to 64,Female,High school or equivalent,"$10,000 to $14,999",305265
01/01/2011 12:00:00 AM,18 to 64,Female,High school or equivalent,"$15,000 to $24,999",425683
01/01/2011 12:00:00 AM,18 to 64,Female,High school or equivalent,"$25,000 to $34,999",323001
01/01/2011 12:00:00 AM,18 to 64,Female,High school or equivalent,"$35,000 to $49,999",311597
01/01/2011 12:00:00 AM,18 to 64,Female,High school or equivalent,"$50,000 to $74,999",139946
01/01/2011 12:00:00 AM,18 to 64,Female,High school or equivalent,"$75,000 and over",51155
01/01/2011 12:00:00 AM,18 to 64,Female,"Some college, less than 4-yr degree",No Income,525597
01/01/2011 12:00:00 AM,18 to 64,Female,"Some college, less than 4-yr degree","$5,000 to $9,999",367713
01/01/2011 12:00:00 AM,18 to 64,Female,"Some college, less than 4-yr degree","$10,000 to $14,999",368797
01/01/2011 12:00:00 AM,18 to 64,Female,"Some college, less than 4-yr degree","$15,000 to $24,999",542492
01/01/2011 12:00:00 AM,18 to 64,Female,"Some college, less than 4-yr degree","$25,000 to $34,999",460822
01/01/2011 12:00:00 AM,18 to 64,Female,"Some college, less than 4-yr degree","$35,000 to $49,999",427109
01/01/2011 12:00:00 AM,18 to 64,Female,"Some college, less than 4-yr degree","$50,000 to $74,999",323702
01/01/2011 12:00:00 AM,18 to 64,Female,"Some college, less than 4-yr degree","$75,000 and over",194826
01/01/2011 12:00:00 AM,18 to 64,Female,Bachelor's degree or higher,No Income,266304
01/01/2011 12:00:00 AM,18 to 64,Female,Bachelor's degree or higher,"$5,000 to $9,999",121211
01/01/2011 12:00:00 AM,18 to 64,Female,Bachelor's degree or higher,"$10,000 to $14,999",170533
01/01/2011 12:00:00 AM,18 to 64,Female,Bachelor's degree or higher,"$15,000 to $24,999",314317
01/01/2011 12:00:00 AM,18 to 64,Female,Bachelor's degree or higher,"$25,000 to $34,999",286343
01/01/2011 12:00:00 AM,18 to 64,Female,Bachelor's degree or higher,"$35,000 to $49,999",483781
01/01/2011 12:00:00 AM,18 to 64,Female,Bachelor's degree or higher,"$50,000 to $74,999",676522
01/01/2011 12:00:00 AM,18 to 64,Female,Bachelor's degree or higher,"$75,000 and over",777479
01/01/2011 12:00:00 AM,65 to 80+,Male,No high school diploma,No Income,27629
01/01/2011 12:00:00 AM,65 to 80+,Male,No high school diploma,"$5,000 to $9,999",63343
01/01/2011 12:00:00 AM,65 to 80+,Male,No high school diploma,"$10,000 to $14,999",86809
01/01/2011 12:00:00 AM,65 to 80+,Male,No high school diploma,"$15,000 to $24,999",80402
01/01/2011 12:00:00 AM,65 to 80+,Male,No high school diploma,"$25,000 to $34,999",21236
01/01/2011 12:00:00 AM,65 to 80+,Male,No high school diploma,"$35,000 to $49,999",20806
01/01/2011 12:00:00 AM,65 to 80+,Male,No high school diploma,"$50,000 to $74,999",5966
01/01/2011 12:00:00 AM,65 to 80+,Male,No high school diploma,"$75,000 and over",1686
01/01/2011 12:00:00 AM,65 to 80+,Male,High school or equivalent,No Income,25812
01/01/2011 12:00:00 AM,65 to 80+,Male,High school or equivalent,"$5,000 to $9,999",16777
01/01/2011 12:00:00 AM,65 to 80+,Male,High school or equivalent,"$10,000 to $14,999",82082
01/01/2011 12:00:00 AM,65 to 80+,Male,High school or equivalent,"$15,000 to $24,999",107748
01/01/2011 12:00:00 AM,65 to 80+,Male,High school or equivalent,"$25,000 to $34,999",64250
01/01/2011 12:00:00 AM,65 to 80+,Male,High school or equivalent,"$35,000 to $49,999",34214
01/01/2011 12:00:00 AM,65 to 80+,Male,High school or equivalent,"$50,000 to $74,999",38236
01/01/2011 12:00:00 AM,65 to 80+,Male,High school or equivalent,"$75,000 and over",9363
01/01/2011 12:00:00 AM,65 to 80+,Male,"Some college, less than 4-yr degree",No Income,15250
01/01/2011 12:00:00 AM,65 to 80+,Male,"Some college, less than 4-yr degree","$5,000 to $9,999",37367
01/01/2011 12:00:00 AM,65 to 80+,Male,"Some college, less than 4-yr degree","$10,000 to $14,999",66646
01/01/2011 12:00:00 AM,65 to 80+,Male,"Some college, less than 4-yr degree","$15,000 to $24,999",100794
01/01/2011 12:00:00 AM,65 to 80+,Male,"Some college, less than 4-yr degree","$25,000 to $34,999",71541
01/01/2011 12:00:00 AM,65 to 80+,Male,"Some college, less than 4-yr degree","$35,000 to $49,999",54755
01/01/2011 12:00:00 AM,65 to 80+,Male,"Some college, less than 4-yr degree","$50,000 to $74,999",53447
01/01/2011 12:00:00 AM,65 to 80+,Male,"Some college, less than 4-yr degree","$75,000 and over",64832
01/01/2011 12:00:00 AM,65 to 80+,Male,Bachelor's degree or higher,No Income,21851
